Geneid,A10A,A12A,A12B,CM15,CM30,CM39,CM54,CM71,CM75,CM8,M10,M102,M108,M20,M29,M46,M49,M692,M7,M8,M94
ENSG00000131096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131097,9,8,10,8,6,5,7,4,1,9,7,16,10,4,2,2,73,11,9,4,11
ENSG00000131100,9,11,6,39,8,3,12,15,16,4,0,24,6,6,0,8,3,19,0,5,7
ENSG00000131115,36,104,116,38,36,23,74,30,29,80,79,43,13,43,19,37,153,60,42,20,83
ENSG00000131116,13,3,9,5,3,2,5,8,12,6,3,13,11,5,4,7,13,14,3,6,17
ENSG00000131126,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000131127,3,8,6,1,1,0,3,1,0,6,3,7,1,1,1,0,0,1,1,0,9
ENSG00000131142,0,2,1,3,0,0,0,0,7,0,0,1,0,1,0,1,1,6,2,0,1
ENSG00000131143,24,35,10,26,31,11,22,17,19,22,36,27,8,20,4,8,51,23,32,16,27
ENSG00000131148,12,17,2,2,4,0,2,3,2,1,5,1,5,0,0,0,5,5,3,1,3
ENSG00000131149,17,31,67,37,25,2,40,17,16,28,36,34,25,9,19,14,107,92,4,6,43
ENSG00000131152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131153,7,3,11,5,4,0,6,1,4,20,13,11,4,0,1,9,3,7,2,0,5
ENSG00000131165,0,1,0,1,1,0,0,0,0,1,2,2,2,0,0,0,2,3,0,0,2
ENSG00000131171,1,3,1,2,1,0,0,1,0,1,0,1,0,2,0,0,1,2,0,1,0
ENSG00000131174,1,2,0,0,1,0,1,1,1,1,0,2,0,0,0,1,0,1,0,0,1
ENSG00000131183,3,6,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ENSG00000131187,12,11,20,3,1,0,3,5,5,0,1,4,1,4,0,2,1,1,4,2,1
ENSG00000131188,1,6,4,6,1,5,2,4,1,14,6,9,6,3,2,1,5,15,1,0,10
ENSG00000131196,0,0,1,0,21,0,4,2,1,12,11,15,0,4,0,0,0,3,0,1,2
ENSG00000131203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
ENSG00000131233,5,2,1,1,2,1,5,1,3,3,7,1,1,3,2,3,7,4,2,5,1
ENSG00000131236,8,7,7,14,3,14,13,12,13,7,23,10,6,8,8,12,16,14,7,6,28
ENSG00000131238,1199,1612,783,1086,1860,1377,1564,2559,1293,862,2313,994,1098,1781,209,1074,1763,1543,2103,1607,907
ENSG00000131242,20,25,8,1,7,1,0,0,0,2,2,13,0,0,1,0,1,2,0,2,9
ENSG00000131263,4,3,6,0,1,1,1,5,0,1,1,7,0,4,0,1,4,2,1,0,2
ENSG00000131264,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000131269,1,1,1,2,2,1,1,0,2,0,0,4,1,2,1,0,6,2,0,1,1
ENSG00000131323,3,3,3,1,1,0,0,1,0,5,2,6,0,0,0,0,1,4,1,0,6
ENSG00000131351,1,0,1,0,1,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0
ENSG00000131355,0,4,1,2,1,0,0,2,0,0,0,4,0,1,0,0,0,0,0,1,2
ENSG00000131368,383,779,473,419,286,268,409,437,387,328,222,504,133,510,28,283,451,311,449,437,516
ENSG00000131370,41,31,118,120,69,42,153,59,100,203,145,113,72,142,24,85,114,141,119,93,282
ENSG00000131373,9,15,17,20,19,25,20,59,18,14,1,20,3,34,4,12,13,17,20,28,25
ENSG00000131374,1,4,21,2,2,2,4,2,5,1,2,36,1,2,0,2,8,3,3,3,20
ENSG00000131375,61,75,88,28,26,8,21,10,19,14,14,204,9,22,4,30,13,8,13,8,240
ENSG00000131378,37,42,45,50,13,18,47,27,32,47,37,43,24,54,12,38,46,49,44,31,33
ENSG00000131379,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
ENSG00000131381,2,5,1,5,2,2,0,0,1,3,6,7,2,1,1,1,0,4,1,0,9
ENSG00000131386,0,2,17,0,4,4,6,16,4,2,1,7,1,8,2,0,7,8,1,4,17
ENSG00000131389,8,14,10,0,4,1,3,3,0,7,2,6,1,3,7,5,0,2,1,3,5
ENSG00000131398,4,2,12,4,2,1,4,1,1,0,1,24,1,0,2,3,7,5,1,3,20
ENSG00000131400,22,19,50,16,19,7,10,20,10,7,24,24,1,20,13,8,4,45,11,9,80
ENSG00000131401,19,14,54,21,16,7,13,15,15,2,4,27,7,21,8,8,16,26,8,11,55
ENSG00000131408,2,4,15,5,4,4,3,6,0,7,3,12,2,4,0,4,13,9,8,4,20
ENSG00000131409,39,99,41,22,12,14,34,28,24,26,29,23,25,31,8,9,46,33,34,25,37
ENSG00000131435,1,1,0,4,1,0,1,3,0,0,0,8,0,0,0,0,0,1,0,4,1
ENSG00000131437,6,9,6,4,0,0,0,0,1,1,0,7,1,4,1,0,0,1,0,0,2
ENSG00000131446,3,3,14,5,10,9,13,8,5,11,5,16,3,4,3,0,12,12,4,7,12
ENSG00000131459,11,4,15,1,5,5,1,5,3,3,2,15,8,1,1,6,2,1,5,2,49
ENSG00000131462,1,1,2,1,0,0,2,1,0,2,0,5,1,0,0,1,2,0,0,0,1
ENSG00000131467,2,3,3,4,1,1,3,4,2,4,2,2,3,1,0,1,16,3,2,5,8
ENSG00000131469,2,6,13,5,1,3,1,0,5,4,5,9,2,4,1,6,20,13,5,0,2
ENSG00000131470,108,148,135,100,83,54,83,108,119,49,109,116,48,118,13,79,248,93,117,113,156
ENSG00000131471,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0
ENSG00000131473,3,3,13,4,1,2,6,3,5,3,2,27,1,1,0,6,6,13,3,8,18
ENSG00000131475,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,3,0,0,0,3
ENSG00000131477,3,18,14,10,11,6,7,8,7,6,13,31,5,10,3,22,7,24,6,1,8
ENSG00000131480,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000131482,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
ENSG00000131484,22,7,35,15,2,5,13,1,21,21,23,22,8,24,3,9,24,11,18,10,24
ENSG00000131495,8,11,23,12,10,5,14,18,18,21,13,13,3,20,3,5,18,14,15,14,30
ENSG00000131503,9,3,4,1,1,0,2,0,6,0,5,9,0,4,0,1,5,3,2,4,8
ENSG00000131504,4,3,5,4,4,7,8,9,19,14,10,22,7,11,5,8,15,25,14,14,30
ENSG00000131507,6,14,8,8,4,1,2,2,7,2,3,2,0,6,1,3,5,1,3,8,4
ENSG00000131508,2,3,3,0,1,0,6,4,5,5,3,14,1,1,0,5,3,3,2,1,14
ENSG00000131538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131558,1,1,1,1,1,1,2,1,1,2,2,8,1,1,0,0,4,0,2,0,0
ENSG00000131584,25,46,28,25,27,38,25,33,39,21,80,54,16,35,4,10,54,35,23,24,82
ENSG00000131591,7,1,2,2,0,0,1,1,0,2,19,6,1,1,0,2,4,1,0,0,4
ENSG00000131620,0,2,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0
ENSG00000131626,56,37,93,60,41,24,70,74,73,62,40,56,34,72,15,43,101,69,41,55,101
ENSG00000131634,13,4,14,11,1,1,16,2,8,22,17,5,15,6,3,9,19,12,4,7,9
ENSG00000131650,105,22,13,47,94,11,15,15,20,21,3,42,12,26,3,9,15,25,16,23,16
ENSG00000131652,48,33,17,18,38,13,22,15,12,5,22,36,17,16,3,10,12,32,17,8,67
ENSG00000131653,392,527,142,234,123,34,49,93,60,35,16,226,7,44,7,54,50,64,38,47,175
ENSG00000131668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000131669,7,1,1,1,5,1,2,4,1,2,2,9,3,2,0,1,2,4,0,2,7
ENSG00000131686,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000131697,15,15,2,7,6,2,4,2,3,4,2,5,2,3,0,5,2,4,11,2,3
ENSG00000131711,383,581,241,87,215,125,205,296,228,156,49,171,125,350,135,405,389,189,457,179,253
ENSG00000131721,2,6,40,3,3,10,33,13,15,12,9,49,5,26,4,8,8,17,8,10,9
ENSG00000131724,0,0,1,0,0,6,2,6,0,1,0,4,0,4,0,0,0,0,0,3,0
ENSG00000131725,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,1,0,0,0,0,1
ENSG00000131730,15,29,78,78,26,12,104,32,83,112,63,37,49,79,19,55,127,82,78,61,34
ENSG00000131732,1,4,2,1,2,3,3,1,6,10,1,3,1,14,3,2,3,7,2,5,0
ENSG00000131737,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000131738,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000131746,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0
ENSG00000131747,0,1,0,0,0,0,2,0,0,0,1,4,2,0,0,0,9,4,0,0,0
ENSG00000131748,1,4,3,3,3,0,3,3,1,0,0,7,1,0,0,1,3,3,0,1,3
ENSG00000131759,13,18,11,9,9,15,24,21,18,24,10,12,2,15,0,6,23,20,16,14,8
ENSG00000131771,59,47,88,29,47,7,18,17,15,17,0,201,13,23,7,17,4,41,3,0,173
ENSG00000131773,2,4,0,0,0,0,2,1,3,2,0,3,2,1,0,2,3,4,7,1,0
ENSG00000131778,0,2,0,0,4,0,0,1,0,0,3,3,3,0,0,1,1,1,0,0,5
ENSG00000131779,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000131781,95,108,125,186,137,83,289,255,239,107,187,149,79,220,15,109,63,286,129,119,140
ENSG00000131788,14,46,36,20,25,21,26,33,42,19,23,25,5,32,2,19,27,24,15,23,22
ENSG00000131791,4,6,0,0,0,0,1,1,0,0,1,4,2,0,0,0,0,1,1,0,0
ENSG00000131797,0,0,0,3,0,0,5,5,0,4,0,6,1,5,0,3,0,3,3,0,0
ENSG00000131808,1,1,2,0,0,0,1,0,1,1,0,1,1,0,0,1,4,0,0,0,0
ENSG00000131828,2,9,61,37,2,3,2,2,15,0,25,2,0,2,1,10,24,13,4,2,4
ENSG00000131831,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1
ENSG00000131844,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000131845,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000131848,10,11,33,15,13,7,19,16,13,16,21,23,12,12,4,8,26,14,13,11,38
ENSG00000131849,38,28,62,38,39,25,50,39,35,110,10,72,21,40,6,15,80,16,53,19,78
ENSG00000131864,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000131871,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,1,2,2,0,0,0
ENSG00000131873,0,2,0,0,1,0,1,0,3,5,6,14,1,1,0,1,1,1,4,0,5
ENSG00000131876,1,3,3,1,0,0,0,0,0,2,0,1,0,2,0,1,2,0,1,0,0
ENSG00000131885,1,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0
ENSG00000131899,5,6,9,11,15,9,18,6,13,13,30,18,10,13,5,8,7,7,10,7,6
ENSG00000131910,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0
ENSG00000131914,1,8,6,2,0,4,4,0,1,7,1,5,2,0,3,1,6,8,1,3,5
ENSG00000131931,3,1,0,2,2,0,1,0,0,3,0,5,0,1,1,1,5,5,0,1,7
ENSG00000131941,0,0,5,1,0,0,2,0,2,3,1,7,0,3,1,1,1,11,0,1,2
ENSG00000131943,5,2,6,8,3,3,4,0,4,1,2,7,0,2,3,5,4,26,3,3,16
ENSG00000131944,0,0,2,4,0,2,0,0,0,2,0,3,2,2,1,0,0,5,1,0,4
ENSG00000131951,11,3,3,10,13,4,27,7,15,33,51,20,3,32,0,8,11,21,15,12,14
ENSG00000131966,3,0,14,10,4,5,14,7,8,12,6,20,3,10,2,4,25,3,9,5,23
ENSG00000131969,11,9,6,46,12,57,13,63,68,11,105,13,27,140,3,87,29,22,63,74,6
ENSG00000131979,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,2,1,0,0,0,0
ENSG00000131981,1,0,1,0,0,0,10,3,1,2,17,2,2,1,5,1,15,4,1,0,0
ENSG00000131982,4,2,3,1,0,3,14,0,3,18,4,5,0,3,0,4,7,3,0,0,8
ENSG00000132000,3,5,19,15,3,33,14,12,34,13,21,4,4,36,5,10,7,10,23,30,5
ENSG00000132002,117,124,125,57,197,47,84,120,67,78,36,131,80,79,21,24,155,138,78,70,216
ENSG00000132003,4,4,3,9,2,6,10,7,2,17,45,12,13,10,4,7,9,10,2,0,2
ENSG00000132004,2,0,0,0,1,0,0,0,0,1,1,3,0,1,1,0,2,1,0,0,0
ENSG00000132005,0,2,6,6,0,5,5,3,4,5,23,4,10,8,4,0,2,6,2,3,15
ENSG00000132010,6,2,14,8,3,5,7,5,6,7,17,10,3,1,3,5,5,11,2,4,8
ENSG00000132016,44,67,46,70,42,189,60,100,280,53,62,39,22,235,13,39,44,36,242,258,53
ENSG00000132017,0,0,4,1,0,2,1,3,5,1,12,5,2,5,0,4,1,4,10,9,6
ENSG00000132024,9,9,12,9,6,49,11,12,61,20,10,9,4,53,6,8,10,10,31,36,8
ENSG00000132026,2,3,10,2,0,1,0,0,2,0,3,9,0,1,0,3,5,2,1,0,14
ENSG00000132031,0,2,5,4,3,0,4,1,5,6,2,2,0,1,2,0,1,12,2,4,0
ENSG00000132109,1,0,1,0,0,1,1,0,0,1,1,1,3,0,0,1,0,1,0,0,0
ENSG00000132122,0,1,0,0,1,2,1,1,1,0,2,8,2,3,0,1,1,1,3,1,2
ENSG00000132128,15,7,25,6,7,7,25,4,13,18,52,12,10,14,19,9,88,54,13,3,20
ENSG00000132141,0,2,2,1,1,1,2,6,2,5,6,7,0,3,1,3,6,4,0,3,3
ENSG00000132153,13,3,9,11,8,3,5,6,19,13,12,10,20,19,17,2,16,12,10,6,9
ENSG00000132155,73,38,103,87,77,50,56,65,61,61,57,141,41,105,19,46,76,105,53,52,288
ENSG00000132164,2,4,3,9,2,3,8,0,1,6,1,6,2,1,1,4,0,4,1,0,2
ENSG00000132170,1,0,0,1,0,0,0,1,1,1,1,4,0,1,0,0,0,1,0,1,0
ENSG00000132182,1,0,0,0,3,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,2
ENSG00000132185,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000132196,0,0,0,0,1,1,0,0,0,0,1,5,1,0,0,0,0,0,2,0,2
ENSG00000132199,13,37,62,43,173,31,162,102,59,191,431,57,103,63,62,58,864,207,43,35,32
ENSG00000132204,13,0,16,0,2,2,0,0,3,2,0,6,1,2,0,7,0,10,11,6,11
ENSG00000132205,11,14,41,30,21,15,20,22,26,21,93,12,12,34,6,9,15,21,18,19,22
ENSG00000132207,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
ENSG00000132254,1,3,3,0,2,0,2,2,0,2,0,3,1,0,1,0,1,1,1,0,3
ENSG00000132256,0,0,0,2,2,1,4,4,1,5,3,10,3,2,0,0,0,3,0,2,0
ENSG00000132259,0,2,0,0,0,0,1,0,0,0,2,4,0,0,0,1,1,0,0,0,0
ENSG00000132274,0,4,0,0,2,1,2,0,2,3,1,3,8,3,0,2,1,5,22,4,1
ENSG00000132275,1,2,2,1,2,0,2,5,1,3,1,5,0,0,0,0,3,6,0,1,4
ENSG00000132286,3,4,2,8,2,3,5,2,3,6,2,9,2,3,0,2,5,8,7,0,9
ENSG00000132294,5,3,3,0,1,1,2,0,0,1,1,2,1,4,0,0,2,0,1,0,6
ENSG00000132297,1,0,0,0,0,0,0,0,0,1,0,20,0,1,0,0,0,1,0,0,0
ENSG00000132300,6,1,8,24,7,4,9,8,8,15,16,14,11,15,1,9,20,30,9,7,16
ENSG00000132305,29,31,66,37,36,23,61,45,36,43,51,72,12,58,15,16,48,63,26,26,104
ENSG00000132313,13,24,17,17,6,4,9,0,6,14,4,16,0,7,0,14,14,18,5,6,16
ENSG00000132321,4,3,2,7,2,12,119,28,49,8,17,18,5,31,7,33,41,83,37,32,4
ENSG00000132323,0,1,1,1,0,0,1,0,0,0,1,6,3,0,0,1,1,1,0,0,10
ENSG00000132326,4,1,5,3,1,4,1,11,3,2,10,8,3,4,1,0,1,4,0,1,3
ENSG00000132329,2,0,1,1,2,0,0,3,2,1,0,1,0,3,0,0,1,3,3,1,1
ENSG00000132330,0,0,1,0,0,0,1,0,0,2,1,10,0,0,0,0,0,0,0,0,1
ENSG00000132334,3,2,0,3,1,1,2,6,2,1,2,13,6,4,1,2,5,17,5,1,0
ENSG00000132341,1,1,2,0,2,0,0,1,0,2,1,6,0,1,0,1,4,1,1,1,2
ENSG00000132356,5,7,4,3,2,1,9,3,6,3,19,19,1,3,0,4,6,2,3,5,13
ENSG00000132357,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,1
ENSG00000132359,12,5,3,2,0,0,0,0,1,0,1,4,0,0,0,2,0,0,0,1,5
ENSG00000132361,22,17,28,19,17,15,21,20,12,42,33,21,9,14,6,9,23,19,14,9,43
ENSG00000132376,0,7,10,5,1,5,10,4,2,18,14,11,4,6,2,5,5,2,8,3,10
ENSG00000132382,121,33,121,31,128,24,65,33,29,154,25,45,7,30,6,16,15,62,13,27,40
ENSG00000132383,16,16,14,6,7,4,15,7,9,17,14,17,5,11,3,11,23,10,7,7,22
ENSG00000132386,34,28,63,21,19,16,29,9,22,45,54,48,13,32,8,11,55,38,20,27,57
ENSG00000132388,2,4,7,0,1,0,2,1,2,1,1,1,0,1,1,1,1,3,2,0,1
ENSG00000132394,1,1,1,1,1,0,0,0,0,1,0,4,0,1,0,0,2,0,0,0,2
ENSG00000132405,4,10,4,2,3,3,7,2,4,5,4,13,0,7,3,5,3,3,4,6,6
ENSG00000132406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132423,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000132424,10,10,15,10,9,8,19,10,10,8,21,19,2,24,0,8,28,23,8,14,30
ENSG00000132429,8,4,1,6,13,5,23,11,8,12,0,13,15,10,4,18,4,13,0,12,0
ENSG00000132432,0,1,1,1,1,5,1,1,4,0,4,5,3,0,14,0,3,5,1,1,6
ENSG00000132434,22,65,56,26,18,5,34,21,15,26,21,18,21,7,5,44,24,56,5,7,65
ENSG00000132436,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1
ENSG00000132437,0,0,3,0,3,1,2,0,1,1,0,4,0,0,0,0,0,2,0,3,3
ENSG00000132446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132463,8,2,4,10,6,4,16,5,5,13,7,11,7,11,1,10,14,16,3,4,13
ENSG00000132464,1,2,1,1,2,4,16,2,1,48,11,21,17,7,5,3,2,23,9,39,1
ENSG00000132465,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
ENSG00000132466,8,5,8,4,4,2,9,5,10,6,6,14,3,4,1,3,12,8,9,3,9
ENSG00000132467,0,1,1,0,4,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0
ENSG00000132470,5,4,15,9,7,3,6,6,15,8,7,21,9,16,2,9,12,15,11,10,8
ENSG00000132471,4,7,9,10,4,6,3,12,6,3,4,29,2,8,2,3,9,6,5,4,19
ENSG00000132475,29,58,118,77,70,49,94,58,74,77,54,75,38,77,20,35,199,88,76,48,128
ENSG00000132478,3,3,15,2,1,3,5,2,9,10,3,20,5,3,0,4,7,11,3,3,12
ENSG00000132481,5,1,3,9,28,5,2,7,2,4,1,16,2,6,3,3,5,14,3,0,10
ENSG00000132485,4,8,2,1,1,1,2,0,0,0,0,3,0,0,0,2,1,1,0,0,2
ENSG00000132507,23,17,62,57,37,34,39,45,38,18,29,60,15,50,12,26,86,60,43,16,156
ENSG00000132510,2,1,7,2,0,6,2,4,3,5,11,20,1,5,2,5,3,6,3,1,11
ENSG00000132514,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
ENSG00000132517,18,8,4,7,1,1,3,0,6,2,3,7,2,7,2,4,4,5,3,4,9
ENSG00000132518,7,8,3,2,4,0,7,2,8,6,0,11,5,13,1,3,0,4,7,11,3
ENSG00000132522,574,612,436,390,411,310,710,705,485,539,1476,516,248,566,101,364,1071,716,866,534,591
ENSG00000132530,0,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0
ENSG00000132535,7,17,14,4,4,2,0,1,3,3,1,14,1,1,0,2,0,3,2,2,24
ENSG00000132541,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ENSG00000132549,104,126,152,123,56,54,140,56,43,230,125,147,45,98,24,89,156,85,84,43,125
ENSG00000132554,0,0,0,0,0,0,1,0,1,1,0,5,2,0,0,0,0,0,0,1,0
ENSG00000132561,17,24,57,36,10,4,36,12,27,42,155,39,11,36,11,28,86,15,16,21,38
ENSG00000132563,2,7,8,1,2,3,3,0,5,0,0,6,0,1,0,3,0,5,0,1,3
ENSG00000132570,1,1,2,1,2,2,3,0,0,15,7,6,1,0,2,2,2,0,0,0,0
ENSG00000132581,3,0,1,0,2,0,7,0,1,1,4,6,4,1,0,2,3,1,3,3,1
ENSG00000132589,0,1,0,0,0,0,1,0,2,1,3,3,1,3,0,0,3,2,4,2,0
ENSG00000132591,2,0,0,1,1,1,1,0,1,0,1,5,1,0,0,1,0,0,0,0,0
ENSG00000132600,91,220,78,27,14,0,9,7,10,4,70,31,0,4,2,16,2,15,2,1,35
ENSG00000132603,75,117,131,85,86,54,99,111,99,101,126,54,53,108,11,38,159,95,98,96,139
ENSG00000132604,3,1,6,3,4,0,3,1,1,1,13,11,1,3,1,1,3,8,0,1,2
ENSG00000132612,236,387,599,429,353,307,514,597,433,447,300,352,175,521,73,191,695,480,387,529,556
ENSG00000132613,75,53,27,46,41,24,56,44,31,45,41,43,10,47,11,11,27,40,22,43,50
ENSG00000132622,5,6,11,1,0,0,2,1,3,4,8,12,9,1,3,2,11,8,0,0,9
ENSG00000132623,8,0,3,17,2,2,6,2,17,2,6,9,1,23,0,14,2,1,8,27,19
ENSG00000132631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132635,0,4,4,2,3,0,0,4,2,1,5,5,2,3,2,3,0,4,2,4,5
ENSG00000132639,118,60,21,17,29,6,2,5,8,1,3,51,1,5,0,17,3,1,0,1,217
ENSG00000132640,2,3,7,2,7,2,2,2,2,0,14,3,2,4,0,3,2,4,0,0,20
ENSG00000132646,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000132661,0,1,0,2,0,0,0,1,0,2,3,4,0,0,0,0,0,2,0,1,0
ENSG00000132664,4,4,23,6,3,3,4,2,5,3,5,10,2,7,1,6,20,4,2,3,27
ENSG00000132669,2,1,5,4,12,7,5,4,3,4,7,14,2,7,1,1,4,2,4,4,1
ENSG00000132670,2,19,9,2,5,4,4,2,3,4,4,6,0,4,1,2,6,1,5,4,12
ENSG00000132671,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
ENSG00000132676,95,144,131,78,68,47,79,94,89,66,136,102,43,86,10,47,74,75,81,56,142
ENSG00000132677,3,14,9,41,2,0,13,14,10,6,0,10,2,4,12,5,10,57,0,4,4
ENSG00000132680,1,2,7,6,8,6,4,4,3,7,4,12,3,4,1,1,1,10,0,5,6
ENSG00000132681,2,14,8,10,3,6,6,2,8,5,2,13,3,1,1,12,11,12,0,7,4
ENSG00000132688,10,5,4,2,1,5,20,6,11,35,30,7,12,13,7,11,32,40,10,9,7
ENSG00000132692,7,11,6,10,12,11,26,23,17,17,12,17,5,23,8,7,94,61,18,9,5
ENSG00000132693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000132694,1,0,5,1,1,0,19,1,2,31,4,24,1,2,1,0,3,4,2,0,7
ENSG00000132698,1,2,7,1,0,0,4,0,0,2,6,7,0,0,2,0,6,4,0,0,0
ENSG00000132702,5,8,6,9,1,1,3,3,25,0,17,5,3,15,1,4,3,34,16,17,6
ENSG00000132703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132704,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0
ENSG00000132716,84,22,82,48,13,16,39,28,23,44,27,100,21,45,8,25,46,65,16,4,183
ENSG00000132718,7,16,10,5,12,8,15,10,6,2,8,15,1,8,5,3,14,10,3,3,12
ENSG00000132740,2,0,1,1,0,0,3,0,0,3,1,7,0,1,0,9,2,1,0,1,3
ENSG00000132744,0,0,0,1,1,0,0,0,1,0,0,4,0,1,0,0,1,2,0,0,0
ENSG00000132746,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000132749,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ENSG00000132763,920,971,834,1142,1913,956,1760,2561,1034,987,1503,1540,658,1487,221,717,733,2781,1004,1182,1124
ENSG00000132768,1,0,1,2,1,0,1,1,0,1,0,2,1,0,0,0,0,1,2,1,0
ENSG00000132773,10,35,70,28,37,10,29,15,22,20,30,50,11,24,7,14,21,25,19,12,85
ENSG00000132780,12,35,25,7,15,7,14,9,12,23,26,23,14,12,8,17,17,33,10,11,32
ENSG00000132781,6,19,28,13,12,16,15,11,12,17,29,15,7,20,5,7,37,29,16,14,26
ENSG00000132792,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0
ENSG00000132793,75,34,61,284,39,62,185,398,321,19,532,58,41,414,15,33,66,276,214,1049,38
ENSG00000132801,0,2,8,1,1,0,1,0,3,0,0,7,1,0,0,0,2,2,0,0,4
ENSG00000132819,3,1,0,0,5,2,2,2,0,1,0,2,1,0,0,0,2,1,0,1,6
ENSG00000132821,4,21,5,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,2
ENSG00000132823,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
ENSG00000132824,0,3,2,1,6,1,4,0,3,5,4,9,0,4,0,2,6,2,0,1,7
ENSG00000132825,9,19,18,16,8,6,5,14,10,2,7,14,2,10,1,8,2,18,11,4,29
ENSG00000132832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000132837,4,8,0,0,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0
ENSG00000132840,4,3,23,20,7,0,15,2,2,21,1,6,10,10,6,14,15,15,5,10,2
ENSG00000132842,4,4,3,0,3,1,4,3,0,0,4,5,2,1,0,2,1,6,1,1,5
ENSG00000132846,63,47,46,52,46,15,39,25,51,31,4,39,35,44,14,48,51,41,20,38,48
ENSG00000132849,2,2,14,10,0,2,6,0,2,2,48,17,4,3,0,1,5,6,1,1,17
